Rank,Id,Pokemon,Type1,Type2,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Generation,Legendary,Usage%,Raw,Raw%,Real,Real%,Date
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 20.69691% , 6692   , 18.508% , 4908   , 16.732% , 2019/11
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 18.20191% , 6121   , 16.928% , 5012   , 17.087% , 2019/11
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 13.45745% , 4823   , 13.339% , 3873   , 13.204% , 2019/11
15  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.18843% , 4487   , 12.409% , 3401   , 11.595% , 2019/11
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 11.58653% , 4249   , 11.751% , 3197   , 10.899% , 2019/11
17  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 11.33640% , 3681   , 10.180% , 3003   , 10.238% , 2019/11
18  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         , 11.29100% , 3708   , 10.255% , 3286   , 11.203% , 2019/11
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 10.70675% , 4020   , 11.118% , 3386   , 11.544% , 2019/11
20  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  9.78052% , 3273   ,  9.052% , 2625   ,  8.949% , 2019/11
21  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  9.03606% , 3503   ,  9.688% , 2860   ,  9.750% , 2019/11
22  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.76153% , 3134   ,  8.668% , 2548   ,  8.687% , 2019/11
23  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.71632% , 2181   ,  6.032% , 1913   ,  6.522% , 2019/11
24  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  6.64257% , 2655   ,  7.343% , 2069   ,  7.054% , 2019/11
25  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  6.59376% , 2535   ,  7.011% , 1957   ,  6.672% , 2019/11
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.83549% , 1901   ,  5.257% , 1578   ,  5.380% , 2019/11
27  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.76874% , 2272   ,  6.284% , 2101   ,  7.163% , 2019/11
28  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.15128% , 2098   ,  5.802% , 1668   ,  5.687% , 2019/11
29  , 289,Slaking,Normal,,670,150,160,100,95,65,100,3,False            ,  4.13433% , 1461   ,  4.041% , 1238   ,  4.221% , 2019/11
30  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.06416% , 1662   ,  4.596% , 1296   ,  4.418% , 2019/11
31  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.03145% , 2030   ,  5.614% , 1584   ,  5.400% , 2019/11
32  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.84908% , 1407   ,  3.891% , 1095   ,  3.733% , 2019/11
33  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.78708% , 1469   ,  4.063% , 1208   ,  4.118% , 2019/11
34  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.77827% , 1286   ,  3.557% , 981    ,  3.344% , 2019/11
35  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.74429% , 1616   ,  4.469% , 1343   ,  4.579% , 2019/11
36  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  3.52294% , 1314   ,  3.634% , 1043   ,  3.556% , 2019/11
37  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.42111% , 1564   ,  4.325% , 1299   ,  4.429% , 2019/11
38  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.24526% , 1439   ,  3.980% , 1071   ,  3.651% , 2019/11
39  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.04324% , 1087   ,  3.006% , 779    ,  2.656% , 2019/11
40  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  2.90341% , 1153   ,  3.189% , 956    ,  3.259% , 2019/11
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 43.79056% , 13530  , 37.776% , 11009  , 37.937% , 2019/10
2   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 39.29653% , 12375  , 34.552% , 10157  , 35.001% , 2019/10
3   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 36.38467% , 11685  , 32.625% , 9692   , 33.398% , 2019/10
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 32.57443% , 11124  , 31.059% , 9146   , 31.517% , 2019/10
5   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 27.50307% , 8933   , 24.941% , 8100   , 27.912% , 2019/10
6   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 27.09997% , 9157   , 25.567% , 7223   , 24.890% , 2019/10
7   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 26.44776% , 8851   , 24.712% , 7230   , 24.914% , 2019/10
8   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 24.62424% , 8423   , 23.517% , 6979   , 24.049% , 2019/10
9   , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 22.70157% , 7298   , 20.376% , 5333   , 18.377% , 2019/10
10  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 22.18441% , 7193   , 20.083% , 5246   , 18.077% , 2019/10
11  , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 22.15286% , 6730   , 18.790% , 6199   , 21.361% , 2019/10
12  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 21.58664% , 7347   , 20.513% , 6141   , 21.162% , 2019/10
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.97614% , 5777   , 16.130% , 4648   , 16.017% , 2019/10
14  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 13.59637% , 4562   , 12.737% , 3522   , 12.137% , 2019/10
15  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 13.33640% , 4913   , 13.717% , 3896   , 13.425% , 2019/10
16  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 12.45159% , 4050   , 11.308% , 3293   , 11.348% , 2019/10
17  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 11.85443% , 4360   , 12.173% , 3223   , 11.106% , 2019/10
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 11.13595% , 3824   , 10.677% , 3321   , 11.444% , 2019/10
19  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.99093% , 3698   , 10.325% , 2951   , 10.169% , 2019/10
20  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           , 10.61375% , 4025   , 11.238% , 3354   , 11.558% , 2019/10
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         , 10.41679% , 3349   ,  9.351% , 2984   , 10.283% , 2019/10
22  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.43676% , 2825   ,  7.888% , 2331   ,  8.033% , 2019/10
23  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.18131% , 2798   ,  7.812% , 2222   ,  7.657% , 2019/10
24  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.30230% , 2183   ,  6.095% , 1949   ,  6.716% , 2019/10
25  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  5.56955% , 1952   ,  5.450% , 1550   ,  5.341% , 2019/10
26  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.52817% , 1532   ,  4.277% , 1299   ,  4.476% , 2019/10
27  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.50344% , 1968   ,  5.495% , 1495   ,  5.152% , 2019/10
28  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.22219% , 1896   ,  5.294% , 1488   ,  5.128% , 2019/10
29  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.85161% , 1464   ,  4.088% , 1139   ,  3.925% , 2019/10
30  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  3.61517% , 1238   ,  3.457% , 973    ,  3.353% , 2019/10
31  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.59346% , 1519   ,  4.241% , 1177   ,  4.056% , 2019/10
32  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.53015% , 1514   ,  4.227% , 1401   ,  4.828% , 2019/10
33  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.42398% , 1364   ,  3.808% , 1164   ,  4.011% , 2019/10
34  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.33479% , 1151   ,  3.214% , 972    ,  3.349% , 2019/10
35  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  3.16438% , 1232   ,  3.440% , 1027   ,  3.539% , 2019/10
36  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  3.14071% , 1458   ,  4.071% , 1175   ,  4.049% , 2019/10
37  , 212,Scizor,Bug,Steel,500,70,130,100,55,80,65,2,False             ,  3.09727% , 1606   ,  4.484% , 1250   ,  4.307% , 2019/10
38  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.02497% , 1338   ,  3.736% , 1113   ,  3.835% , 2019/10
39  , 110,Weezing,Poison,,490,65,90,120,85,70,60,1,False            ,  2.73363% , 1190   ,  3.323% , 1048   ,  3.611% , 2019/10
40  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  2.39332% , 1283   ,  3.582% , 1039   ,  3.580% , 2019/10
